Year,ABW,AFG,AFR,AGO,AIA,ALB,AMR,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,EMR,ERI,ESP,EST,ETH,EUR,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLOBAL,GMB,GNB,GNQ,GRC,GRD,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEAR,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VNM,VUT,WB_HI,WB_LI,WB_LMI,WB_UMI,WLF,WPR,WSM,XKX,YEM,ZAF,ZMB,ZWE
1984-01-01,0.0,555.0,5135.0,4.0,0.0,3.0,3546.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,383.0,1209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2860.0,0.0,0.0,19.0,0.0,1.0,8.0,0.0,154.0,3418.0,0.0,412.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,142.0,108.0,77.0,727.0,5303.0,0.0,1.0,0.0,524.0,224.0,0.0,0.0,2.0,0.0,11.0,4.0,0.0,37.0,60.0,45235.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1792.0,17055.0,0.0,128.0,1378.0,0.0,0.0,7.0,8.0,0.0,15.0,0.0,0.0,0.0,410.0,0.0,0.0,16.0,0.0,30.0,0.0,0.0,0.0,0.0,20.0,16.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1799.0,0.0,0.0,0.0,0.0,29.0,0.0,353.0,0.0,0.0,0.0,3.0,80.0,0.0,0.0,33.0,17.0,0.0,0.0,0.0,733.0,0.0,0.0,1.0,0.0,1293.0,0.0,2.0,9.0,670.0,0.0,127.0,1968.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,19.0,0.0,1.0,128.0,166.0,22762.0,0.0,0.0,0.0,804.0,15.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,448.0,0.0,4.0,0.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,155.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,2389.0,0.0,411.0,5285.0,27607.0,11384.0,0.0,8265.0,0.0,0.0,997.0,44.0,16.0,27.0
1985-01-01,0.0,3179.0,5060.0,9.0,0.0,3.0,3263.0,0.0,12.0,10.0,0.0,0.0,0.0,17.0,1.0,0.0,14.0,0.0,16.0,51.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2304.0,0.0,0.0,4.0,1.0,0.0,9.0,0.0,223.0,1423.0,0.0,41.0,0.0,0.0,0.0,252.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,100.0,66.0,44.0,663.0,8622.0,0.0,0.0,0.0,99.0,230.0,0.0,0.0,4.0,0.0,7.0,4.0,0.0,1.0,0.0,42335.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,1161.0,15685.0,0.0,143.0,1348.0,0.0,0.0,5.0,7.0,0.0,9.0,0.0,0.0,0.0,367.0,0.0,0.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,10.0,26.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1963.0,0.0,4.0,0.0,0.0,259.0,0.0,268.0,0.0,0.0,0.0,1.0,129.0,0.0,1.0,0.0,39.0,0.0,0.0,269.0,1996.0,2.0,0.0,0.0,0.0,1156.0,0.0,0.0,6.0,1450.0,0.0,140.0,1669.0,0.0,0.0,0.0,0.0,51.0,27.0,0.0,0.0,0.0,1.0,0.0,15.0,65.0,342.0,19250.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,400.0,0.0,10.0,0.0,762.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,145.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,31.0,0.0,2361.0,0.0,428.0,7503.0,26219.0,8055.0,0.0,5910.0,0.0,0.0,981.0,46.0,35.0,4.0
1986-01-01,0.0,1053.0,2625.0,3.0,0.0,4.0,2408.0,0.0,26.0,14.0,0.0,0.0,0.0,44.0,0.0,0.0,3.0,0.0,6.0,42.0,1124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1804.0,0.0,0.0,7.0,0.0,4.0,5.0,0.0,290.0,787.0,0.0,8.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,52.0,30.0,11.0,630.0,6926.0,0.0,2.0,0.0,121.0,77.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,29132.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,928.0,9426.0,0.0,162.0,350.0,0.0,0.0,3.0,8.0,2.0,9.0,0.0,0.0,0.0,292.0,0.0,0.0,2.0,0.0,37.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,288.0,0.0,28.0,0.0,0.0,15.0,0.0,159.0,0.0,0.0,0.0,1.0,80.0,0.0,0.0,0.0,28.0,0.0,0.0,35.0,1871.0,0.0,0.0,1.0,0.0,11.0,0.0,1.0,1.0,3179.0,0.0,117.0,1630.0,0.0,0.0,0.0,0.0,3.0,19.0,0.0,0.0,6.0,1.0,0.0,2.0,33.0,892.0,12290.0,0.0,1.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,332.0,0.0,4.0,0.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1974.0,0.0,455.0,2961.0,20520.0,5063.0,0.0,4806.0,1.0,0.0,244.0,19.0,19.0,12.0
1987-01-01,0.0,1272.0,1558.0,30.0,0.0,4.0,1778.0,0.0,12.0,10.0,0.0,0.0,0.0,32.0,0.0,0.0,2.0,5.0,47.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,1284.0,0.0,0.0,3.0,1.0,6.0,4.0,0.0,183.0,427.0,0.0,4.0,0.0,0.0,0.0,45.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,77.0,35.0,18.0,368.0,6203.0,0.0,0.0,0.0,271.0,60.0,0.0,0.0,2.0,0.0,20.0,2.0,0.0,37.0,5.0,27754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,268.0,12952.0,0.0,480.0,314.0,0.0,0.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,88.0,0.0,0.0,1.0,1.0,189.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,174.0,0.0,31.0,1.0,0.0,50.0,0.0,313.0,0.0,0.0,0.0,1.0,51.0,0.0,0.0,0.0,26.0,0.0,0.0,22.0,715.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,0.0,2720.0,0.0,54.0,1443.0,0.0,0.0,1.0,0.0,6.0,19.0,0.0,0.0,7.0,2.0,0.0,1.0,21.0,310.0,14111.0,0.0,1.0,0.0,10.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,303.0,0.0,0.0,0.0,536.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,22.0,0.0,1827.0,0.0,304.0,2562.0,20884.0,3711.0,0.0,4044.0,0.0,0.0,376.0,28.0,14.0,0.0
1988-01-01,0.0,661.0,2925.0,38.0,0.0,3.0,1394.0,0.0,15.0,8.0,0.0,0.0,0.0,61.0,0.0,0.0,3.0,0.0,14.0,15.0,613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,987.0,0.0,0.0,1.0,1.0,10.0,4.0,0.0,132.0,267.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,105.0,5.0,8.0,184.0,4955.0,0.0,0.0,0.0,60.0,25.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,43.0,5.0,31526.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,2079.0,16472.0,0.0,288.0,415.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,544.0,0.0,2.0,0.0,0.0,1.0,0.0,231.0,0.0,24.0,0.0,3.0,113.0,0.0,0.0,0.0,20.0,0.0,0.0,19.0,1930.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2011.0,0.0,36.0,1202.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,845.0,19625.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,30.0,0.0,983.0,0.0,248.0,2622.0,24026.0,4540.0,0.0,2602.0,0.0,0.0,310.0,19.0,22.0,0.0
1989-01-01,0.0,286.0,6009.0,105.0,0.0,5.0,1077.0,0.0,4.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,59.0,13.0,1229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,801.0,0.0,0.0,40.0,1.0,0.0,3.0,0.0,47.0,343.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,29.0,4.0,4.0,110.0,6285.0,0.0,0.0,0.0,10.0,41.0,0.0,0.0,1.0,0.0,16.0,2.0,0.0,38.0,25.0,29779.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1603.0,11152.0,0.0,263.0,238.0,0.0,0.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,246.0,0.0,6.0,0.0,0.0,13.0,0.0,199.0,0.0,7.0,0.0,1.0,137.0,0.0,0.0,0.0,35.0,0.0,0.0,75.0,5039.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,167.0,0.0,68.0,940.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,5.0,0.0,3.0,8.0,382.0,14313.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,78.0,0.0,0.0,3.0,0.0,0.0,22.0,0.0,639.0,0.0,90.0,5911.0,20126.0,3620.0,0.0,2054.0,0.0,0.0,4615.0,12.0,52.0,0.0
1990-01-01,0.0,368.0,2588.0,64.0,0.0,17.0,826.0,0.0,0.0,31.0,7.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,711.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,4.0,640.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,36.0,421.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,27.0,30.0,3.0,59.0,3604.0,0.0,0.0,0.0,61.0,1471.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,66.0,37.0,22133.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2200.0,8425.0,0.0,373.0,10.0,0.0,0.0,2.0,3.0,0.0,5.0,28.0,1.0,6.0,179.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,252.0,0.0,0.0,0.0,0.0,5.0,0.0,181.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,9.0,0.0,0.0,102.0,1768.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1371.0,0.0,44.0,921.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,1211.0,14.0,1.0,1342.0,11582.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,58.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,95.0,109.0,0.0,4.0,12.0,0.0,0.0,0.0,509.0,0.0,1285.0,2258.0,14400.0,4130.0,0.0,2062.0,0.0,0.0,0.0,34.0,4.0,0.0
1991-01-01,0.0,21.0,2995.0,40.0,0.0,23.0,600.0,0.0,9.0,2.0,0.0,0.0,0.0,8.0,0.0,66.0,1.0,0.0,30.0,0.0,801.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,2.0,495.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,25.0,231.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,9.0,5.0,55.0,1215.0,0.0,0.0,7.0,0.0,3207.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,24738.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1342.0,12550.0,0.0,335.0,261.0,0.0,0.0,1.0,0.0,0.0,2.0,30.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,114.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,30.0,12.0,0.0,1.0,0.0,2849.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,2.0,26.0,0.0,35.0,1004.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1869.0,1.0,2.0,432.0,14877.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,53.0,5.0,0.0,4.0,0.0,0.0,1.0,0.0,16.0,61.0,0.0,0.0,1103.0,0.0,5.0,16.0,0.0,0.0,0.0,511.0,0.0,1946.0,576.0,18046.0,4171.0,0.0,1844.0,0.0,0.0,1.0,12.0,0.0,1.0
1992-01-01,0.0,0.0,2869.0,0.0,0.0,48.0,451.0,0.0,7.0,4.0,0.0,0.0,0.0,14.0,0.0,72.0,30.0,0.0,0.0,0.0,855.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,20.0,276.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,12.0,146.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,16.0,10.0,44.0,1066.0,0.0,0.0,3.0,0.0,5812.0,0.0,0.0,0.0,0.0,463.0,3.0,3.0,4.0,0.0,20851.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,8115.0,0.0,90.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,4.0,13.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2351.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,72.0,0.0,6.0,759.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,3897.0,0.0,2.0,121.0,9213.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,40.0,14.0,0.0,22.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1553.0,0.0,4.0,29.0,0.0,1.0,0.0,497.0,0.0,3970.0,513.0,12856.0,3511.0,0.0,1440.0,0.0,0.0,269.0,3.0,0.0,0.0
1993-01-01,0.0,0.0,2357.0,23.0,0.0,18.0,350.0,0.0,3.0,3.0,1.0,0.0,0.0,39.0,1.0,170.0,0.0,0.0,0.0,0.0,497.0,6.0,0.0,0.0,0.0,120.0,0.0,0.0,4.0,252.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,124.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,6.0,264.0,13.0,29.0,405.0,0.0,0.0,11.0,0.0,19601.0,4.0,0.0,1.0,0.0,18.0,5.0,28.0,5.0,0.0,31242.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,7131.0,0.0,32.0,239.0,0.0,0.0,0.0,0.0,0.0,5.0,82.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,12.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2042.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,34.0,0.0,10.0,323.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,15229.0,0.0,8.0,42.0,7835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,28.0,678.0,0.0,3.0,0.0,0.0,1.0,2.0,49.0,0.0,0.0,0.0,2976.0,0.0,0.0,137.0,0.0,0.0,0.0,167.0,0.0,15365.0,58.0,11201.0,4619.0,0.0,694.0,0.0,0.0,0.0,5.0,0.0,0.0
1994-01-01,0.0,0.0,1439.0,0.0,0.0,14.0,877.0,0.0,2.0,3.0,36.0,0.0,0.0,0.0,0.0,841.0,0.0,0.0,0.0,0.0,295.0,1.0,0.0,0.0,0.0,230.0,0.0,0.0,5.0,245.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,119.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,951.0,565.0,18.0,312.0,0.0,0.0,7.0,0.0,47874.0,1.0,0.0,0.0,0.0,0.0,4.0,312.0,0.0,0.0,54816.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,3040.0,0.0,14.0,132.0,0.0,0.0,1.0,2.0,1.0,0.0,489.0,0.0,304.0,5.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,250.0,0.0,0.0,0.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,28.0,0.0,31.0,316.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,39703.0,0.0,1.0,79.0,3501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,40.0,1912.0,0.0,60.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,3003.0,0.0,2.0,232.0,0.0,0.0,0.0,166.0,0.0,40027.0,116.0,7065.0,7609.0,0.0,813.0,0.0,0.0,6.0,0.0,0.0,19.0
1995-01-01,0.0,0.0,229.0,0.0,0.0,4.0,367.0,0.0,0.0,3.0,29.0,0.0,0.0,0.0,0.0,883.0,0.0,3.0,0.0,0.0,282.0,0.0,0.0,0.0,0.0,322.0,0.0,0.0,5.0,171.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,85.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,13.0,0.0,154.0,10.0,295.0,0.0,0.0,19.0,45.0,50433.0,3.0,0.0,0.0,0.0,0.0,1.0,429.0,0.0,0.0,56965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,2123.0,0.0,9.0,133.0,0.0,0.0,1.0,0.0,0.0,0.0,1105.0,0.0,704.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,369.0,0.0,0.0,0.0,418.0,179.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2038.0,0.0,0.0,0.0,9.0,0.0,4.0,173.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35631.0,0.0,1.0,17.0,5087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,19.0,4455.0,0.0,87.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5277.0,0.0,0.0,638.0,0.0,0.0,0.0,167.0,0.0,36083.0,316.0,10633.0,9888.0,0.0,554.0,0.0,0.0,54.0,0.0,0.0,0.0
1996-01-01,0.0,0.0,2282.0,0.0,0.0,4.0,224.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,1.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,107.0,22.0,6.0,522.0,0.0,0.0,14.0,0.0,20414.0,3.0,0.0,0.0,0.0,0.0,4.0,348.0,3.0,0.0,28624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0,2504.0,0.0,13.0,460.0,0.0,1.0,1.0,0.0,0.0,1.0,455.0,0.0,412.0,0.0,0.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,112.0,0.0,0.0,0.0,94.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,0.0,0.0,0.0,0.0,1372.0,0.0,0.0,0.0,13.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13687.0,0.0,0.0,17.0,4671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,53.0,1496.0,0.0,80.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,3159.0,0.0,2.0,163.0,0.0,0.0,0.0,143.0,0.0,13849.0,186.0,8628.0,5961.0,0.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-01-01,0.0,0.0,117.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,25.0,30.0,21.0,1.0,423.0,0.0,0.0,3.0,0.0,7179.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,0.0,0.0,14767.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4355.0,1326.0,0.0,30.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,42.0,0.0,0.0,0.0,49.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,726.0,0.0,0.0,0.0,26.0,0.0,2.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4037.0,0.0,1.0,15.0,6549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,38.0,723.0,0.0,38.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1364.0,0.0,5.0,28.0,0.0,0.0,0.0,152.0,0.0,4097.0,158.0,3530.0,6982.0,0.0,405.0,0.0,0.0,0.0,3.0,0.0,0.0
