Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
532,WHS3_41,COUNTRY,TGO,AFR,YEAR,Africa,,,1978,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
984,WHS3_41,COUNTRY,PYF,WPR,YEAR,Western Pacific,,,1999,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
1720,WHS3_41,COUNTRY,CZE,EUR,YEAR,Europe,,,1992,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
2303,WHS3_41,COUNTRY,LKA,SEAR,YEAR,South-East Asia,,,1986,,,,,,,3,3.0,,,,2025-07-14T16:36:19.017+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
3366,WHS3_41,WORLDBANKINCOMEGROUP,WB_LMI,,YEAR,,,,2013,,,,,,,3518,3518.0,,,,2025-07-14T16:36:19.017+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
3825,WHS3_41,COUNTRY,TKL,WPR,YEAR,Western Pacific,,,1993,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
7871,WHS3_41,COUNTRY,CUB,AMR,YEAR,Americas,,,2003,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
8503,WHS3_41,COUNTRY,JAM,AMR,YEAR,Americas,,,1983,,,,,,,12,12.0,,,,2025-07-14T16:36:19.017+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
9093,WHS3_41,COUNTRY,NIC,AMR,YEAR,Americas,,,2011,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9643,WHS3_41,COUNTRY,CRI,AMR,YEAR,Americas,,,2010,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
10266,WHS3_41,COUNTRY,MRT,AFR,YEAR,Africa,,,1982,,,,,,,2,2.0,,,,2025-07-14T16:36:19.017+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
11396,WHS3_41,COUNTRY,MOZ,AFR,YEAR,Africa,,,2003,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
11490,WHS3_41,COUNTRY,ASM,WPR,YEAR,Western Pacific,,,1983,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
14340,WHS3_41,COUNTRY,BGR,EUR,YEAR,Europe,,,2009,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
15540,WHS3_41,COUNTRY,GBR,EUR,YEAR,Europe,,,1990,,,,,,,2,2.0,,,,2025-07-14T16:36:19.017+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
16388,WHS3_41,COUNTRY,CHE,EUR,YEAR,Europe,,,2000,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
18216,WHS3_41,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,,,2016,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
18422,WHS3_41,COUNTRY,BMU,AMR,YEAR,Americas,,,2022,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
20419,WHS3_41,COUNTRY,COM,AFR,YEAR,Africa,,,2024,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
20428,WHS3_41,COUNTRY,BEL,EUR,YEAR,Europe,,,1985,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
20964,WHS3_41,COUNTRY,BHR,EMR,YEAR,Eastern Mediterranean,,,1994,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
21507,WHS3_41,COUNTRY,GHA,AFR,YEAR,Africa,,,1974,,,,,,,21,21.0,,,,2025-07-14T16:36:19.017+02:00,1974,1974-01-01T00:00:00+01:00,1974-12-31T00:00:00+01:00
22269,WHS3_41,WORLDBANKINCOMEGROUP,WB_LI,,YEAR,,,,1974,,,,,,,2567,2567.0,,,,2025-07-14T16:36:19.017+02:00,1974,1974-01-01T00:00:00+01:00,1974-12-31T00:00:00+01:00
22644,WHS3_41,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,,,1994,,,,,,,31,31.0,,,,2025-07-14T16:36:19.017+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
23054,WHS3_41,COUNTRY,LKA,SEAR,YEAR,South-East Asia,,,2015,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
23551,WHS3_41,COUNTRY,SLB,WPR,YEAR,Western Pacific,,,1977,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1977,1977-01-01T00:00:00+01:00,1977-12-31T00:00:00+01:00
24257,WHS3_41,COUNTRY,SUR,AMR,YEAR,Americas,,,2022,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
24934,WHS3_41,COUNTRY,UKR,EUR,YEAR,Europe,,,1990,,,,,,,109,109.0,,,,2025-07-14T16:36:19.017+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
25001,WHS3_41,COUNTRY,BMU,AMR,YEAR,Americas,,,1989,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
26756,WHS3_41,COUNTRY,VCT,AMR,YEAR,Americas,,,1989,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
28307,WHS3_41,COUNTRY,VUT,WPR,YEAR,Western Pacific,,,2019,,,,,,,2,2.0,,,,2025-07-14T16:36:19.017+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
28451,WHS3_41,COUNTRY,ZWE,AFR,YEAR,Africa,,,1989,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
29246,WHS3_41,COUNTRY,MOZ,AFR,YEAR,Africa,,,1985,,,,,,,1,1.0,,,,2025-07-14T16:36:19.017+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
29311,WHS3_41,COUNTRY,GNB,AFR,YEAR,Africa,,,2012,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
30878,WHS3_41,COUNTRY,MKD,EUR,YEAR,Europe,,,2021,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
31265,WHS3_41,COUNTRY,BHS,AMR,YEAR,Americas,,,2014,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
31614,WHS3_41,COUNTRY,MNG,WPR,YEAR,Western Pacific,,,1982,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
33150,WHS3_41,COUNTRY,GTM,AMR,YEAR,Americas,,,2018,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
33581,WHS3_41,COUNTRY,MDV,SEAR,YEAR,South-East Asia,,,1992,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
34913,WHS3_41,COUNTRY,LBY,EMR,YEAR,Eastern Mediterranean,,,2001,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
35617,WHS3_41,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,,,1994,,,,,,,132,132.0,,,,2025-07-14T16:36:19.017+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
36141,WHS3_41,COUNTRY,POL,EUR,YEAR,Europe,,,2009,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
37428,WHS3_41,COUNTRY,THA,SEAR,YEAR,South-East Asia,,,2007,,,,,,,3,3.0,,,,2025-07-14T16:36:19.017+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
37862,WHS3_41,COUNTRY,CRI,AMR,YEAR,Americas,,,2013,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
39243,WHS3_41,COUNTRY,NIC,AMR,YEAR,Americas,,,1984,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
42496,WHS3_41,COUNTRY,MLT,EUR,YEAR,Europe,,,1992,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
42686,WHS3_41,COUNTRY,PNG,WPR,YEAR,Western Pacific,,,1994,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
43120,WHS3_41,REGION,EUR,,YEAR,,,,2001,,,,,,,1386,1386.0,,,,2025-07-14T16:36:19.017+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
45366,WHS3_41,COUNTRY,ZWE,AFR,YEAR,Africa,,,2003,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
50759,WHS3_41,COUNTRY,ERI,AFR,YEAR,Africa,,,2022,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
50854,WHS3_41,COUNTRY,ALB,EUR,YEAR,Europe,,,2022,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
51446,WHS3_41,COUNTRY,DZA,AFR,YEAR,Africa,,,1976,,,,,,,282,282.0,,,,2025-07-14T16:36:19.017+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
51503,WHS3_41,COUNTRY,ITA,EUR,YEAR,Europe,,,2003,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
53072,WHS3_41,COUNTRY,SUR,AMR,YEAR,Americas,,,1982,,,,,,,4,4.0,,,,2025-07-14T16:36:19.017+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
53083,WHS3_41,COUNTRY,SGP,WPR,YEAR,Western Pacific,,,2018,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
53227,WHS3_41,COUNTRY,TGO,AFR,YEAR,Africa,,,1985,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
53951,WHS3_41,REGION,AMR,,YEAR,,,,1993,,,,,,,350,350.0,,,,2025-07-14T16:36:19.017+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
54611,WHS3_41,COUNTRY,SYC,AFR,YEAR,Africa,,,2002,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
54764,WHS3_41,COUNTRY,ALB,EUR,YEAR,Europe,,,1980,,,,,,,3,3.0,,,,2025-07-14T16:36:19.017+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
56712,WHS3_41,WORLDBANKINCOMEGROUP,WB_HI,,YEAR,,,,1975,,,,,,,2505,2505.0,,,,2025-07-14T16:36:19.017+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
57691,WHS3_41,COUNTRY,KNA,AMR,YEAR,Americas,,,2015,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
58550,WHS3_41,COUNTRY,IRL,EUR,YEAR,Europe,,,1991,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
60988,WHS3_41,COUNTRY,PYF,WPR,YEAR,Western Pacific,,,1989,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
61626,WHS3_41,COUNTRY,BEL,EUR,YEAR,Europe,,,1984,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
64440,WHS3_41,COUNTRY,BTN,SEAR,YEAR,South-East Asia,,,1979,,,,,,,4,4.0,,,,2025-07-14T16:36:19.017+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
65533,WHS3_41,COUNTRY,LCA,AMR,YEAR,Americas,,,2024,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
65880,WHS3_41,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,,,1993,,,,,,,16,16.0,,,,2025-07-14T16:36:19.017+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
67806,WHS3_41,REGION,SEAR,,YEAR,,,,1997,,,,,,,6549,6549.0,,,,2025-07-14T16:36:19.017+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
70641,WHS3_41,COUNTRY,HND,AMR,YEAR,Americas,,,2022,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
74227,WHS3_41,COUNTRY,CRI,AMR,YEAR,Americas,,,2005,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
74527,WHS3_41,COUNTRY,CYM,AMR,YEAR,Americas,,,2021,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
77303,WHS3_41,COUNTRY,LUX,EUR,YEAR,Europe,,,2016,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
77777,WHS3_41,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,,1978,,,,,,,171,171.0,,,,2025-07-14T16:36:19.017+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
77896,WHS3_41,COUNTRY,SYC,AFR,YEAR,Africa,,,1990,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
78802,WHS3_41,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,,1991,,,,,,,21,21.0,,,,2025-07-14T16:36:19.017+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
78921,WHS3_41,REGION,WPR,,YEAR,,,,2015,,,,,,,226,226.0,,,,2025-07-14T16:36:19.017+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
79853,WHS3_41,COUNTRY,LKA,SEAR,YEAR,South-East Asia,,,2007,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
80538,WHS3_41,COUNTRY,TCD,AFR,YEAR,Africa,,,2024,,,,,,,2599,2599.0,,,,2025-07-14T16:36:19.017+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
80629,WHS3_41,COUNTRY,VCT,AMR,YEAR,Americas,,,2020,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
80983,WHS3_41,COUNTRY,GRC,EUR,YEAR,Europe,,,1999,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
83786,WHS3_41,COUNTRY,NER,AFR,YEAR,Africa,,,2001,,,,,,,48,48.0,,,,2025-07-14T16:36:19.017+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
84094,WHS3_41,COUNTRY,VGB,AMR,YEAR,Americas,,,1989,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
84624,WHS3_41,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,1982,,,,,,,17 191,17191.0,,,,2025-07-14T16:36:19.017+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
84935,WHS3_41,COUNTRY,KNA,AMR,YEAR,Americas,,,1991,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
85578,WHS3_41,COUNTRY,AUS,WPR,YEAR,Western Pacific,,,2008,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
87830,WHS3_41,COUNTRY,GIN,AFR,YEAR,Africa,,,2012,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
91078,WHS3_41,COUNTRY,KNA,AMR,YEAR,Americas,,,1983,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
91335,WHS3_41,COUNTRY,KWT,EMR,YEAR,Eastern Mediterranean,,,2022,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
91746,WHS3_41,COUNTRY,GRC,EUR,YEAR,Europe,,,2022,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
92823,WHS3_41,COUNTRY,OMN,EMR,YEAR,Eastern Mediterranean,,,1995,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
93040,WHS3_41,COUNTRY,IDN,SEAR,YEAR,South-East Asia,,,2020,,,,,,,259,259.0,,,,2025-07-14T16:36:19.017+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
93821,WHS3_41,COUNTRY,YEM,EMR,YEAR,Eastern Mediterranean,,,1992,,,,,,,269,269.0,,,,2025-07-14T16:36:19.017+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
94975,WHS3_41,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,1983,,,,,,,13 776,13776.0,,,,2025-07-14T16:36:19.017+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
94996,WHS3_41,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,,1977,,,,,,,480,480.0,,,,2025-07-14T16:36:19.017+02:00,1977,1977-01-01T00:00:00+01:00,1977-12-31T00:00:00+01:00
95670,WHS3_41,COUNTRY,GUY,AMR,YEAR,Americas,,,1994,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
95687,WHS3_41,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,,,1985,,,,,,,1348,1348.0,,,,2025-07-14T16:36:19.017+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
96361,WHS3_41,COUNTRY,EST,EUR,YEAR,Europe,,,2003,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
96686,WHS3_41,COUNTRY,LUX,EUR,YEAR,Europe,,,2006,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
97528,WHS3_41,COUNTRY,ZAF,AFR,YEAR,Africa,,,1993,,,,,,,5,5.0,,,,2025-07-14T16:36:19.017+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
99154,WHS3_41,WORLDBANKINCOMEGROUP,WB_LI,,YEAR,,,,1982,,,,,,,5878,5878.0,,,,2025-07-14T16:36:19.017+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
100939,WHS3_41,COUNTRY,BTN,SEAR,YEAR,South-East Asia,,,1999,,,,,,,142,142.0,,,,2025-07-14T16:36:19.017+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
101254,WHS3_41,COUNTRY,BDI,AFR,YEAR,Africa,,,1988,,,,,,,3,3.0,,,,2025-07-14T16:36:19.017+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
101684,WHS3_41,COUNTRY,MNG,WPR,YEAR,Western Pacific,,,1997,,,,,,,69,69.0,,,,2025-07-14T16:36:19.017+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
101820,WHS3_41,COUNTRY,VUT,WPR,YEAR,Western Pacific,,,1990,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
102860,WHS3_41,COUNTRY,DNK,EUR,YEAR,Europe,,,1983,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
103378,WHS3_41,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,,2013,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
104529,WHS3_41,COUNTRY,SUR,AMR,YEAR,Americas,,,2011,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
105980,WHS3_41,COUNTRY,ISR,EUR,YEAR,Europe,,,1981,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
106506,WHS3_41,COUNTRY,SVK,EUR,YEAR,Europe,,,1997,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
107341,WHS3_41,COUNTRY,ARM,EUR,YEAR,Europe,,,2024,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
108563,WHS3_41,COUNTRY,DEU,EUR,YEAR,Europe,,,2008,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
109322,WHS3_41,COUNTRY,HTI,AMR,YEAR,Americas,,,1987,,,,,,,7,7.0,,,,2025-07-14T16:36:19.017+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
111215,WHS3_41,COUNTRY,SWE,EUR,YEAR,Europe,,,1982,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
112215,WHS3_41,COUNTRY,MDA,EUR,YEAR,Europe,,,2004,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
114720,WHS3_41,COUNTRY,ISL,EUR,YEAR,Europe,,,2018,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
115742,WHS3_41,COUNTRY,KIR,WPR,YEAR,Western Pacific,,,1997,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
116342,WHS3_41,COUNTRY,LKA,SEAR,YEAR,South-East Asia,,,1989,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
116747,WHS3_41,COUNTRY,QAT,EMR,YEAR,Eastern Mediterranean,,,2000,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
118346,WHS3_41,COUNTRY,MMR,SEAR,YEAR,South-East Asia,,,2021,,,,,,,3,3.0,,,,2025-07-14T16:36:19.017+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
120382,WHS3_41,COUNTRY,PRT,EUR,YEAR,Europe,,,1974,,,,,,,487,487.0,,,,2025-07-14T16:36:19.017+02:00,1974,1974-01-01T00:00:00+01:00,1974-12-31T00:00:00+01:00
120588,WHS3_41,COUNTRY,ATG,AMR,YEAR,Americas,,,2015,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
120963,WHS3_41,COUNTRY,BEL,EUR,YEAR,Europe,,,2003,,,,,,,1,1.0,,,,2025-07-14T16:36:19.017+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
121562,WHS3_41,COUNTRY,ROU,EUR,YEAR,Europe,,,1980,,,,,,,12,12.0,,,,2025-07-14T16:36:19.017+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
121632,WHS3_41,COUNTRY,MUS,AFR,YEAR,Africa,,,2020,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
